  lote_ID,prueba,Equipo,resultado,Linea_produccion,hora_muestreo,Dia
L-2024-0033,Tiempo de desintegracion,Balanza-04,Alerta,Linea A,13:00:33,Viernes
L-2024-0143,pH,Termobalanza-01,Conforme,Linea A,06:11:25,Lunes
L-2024-0184,Disolucion 30 min,Disolutor-01,Conforme,Linea B,13:00:01,Miercoles
L-2024-0162,Tiempo de desintegracion,Disolutor-02,Conforme,linea a,11:33:17,Lunes
L-2024-0081,Peso promedio,Balanza-04,Fuera de Especificacion (OOS),Linea B,12:01:09,Martes
L-2024-0144,Disolucion 30 min,Durometro-02,Alerta,Linea B,16:54:23,Miercoles
L-2024-0136,Peso promedio,phmetro-01,Conforme,Linea B,09:57:49,Jueves
L-2024-0074,Tiempo de desintegracion,Disolutor-01,Conforme,Linea A,18:06:23,Viernes
L-2024-0222,Disolucion 30 min,Disolutor-01,Conforme,Linea A,13:50:19,Miercoles
L-2024-0157,Tiempo de desintegracion,Termobalanza-01,Conforme,Linea A,06:46:50,Martes
L-2024-0104,pH,HPLC-01,Conforme,Linea B,11:14:25,Jueves
L-2024-0259,Uniformidad de contenido,Disolutor-01,Conforme,Linea A,10:25:17,Martes
L-2024-0093,Tiempo de desintegracion,Balanza-03,Conforme,Linea A,06:07:26,Lunes
L-2024-0045,Uniformidad de contenido,HPLC-01,Conforme,Linea B,15:18:28,Miercoles
L-2024-0059,pH,Termobalanza-01,Conforme,Linea A,10:04:13,Jueves
L-2024-0050,,phmetro-01,Conforme,Linea A,12:05:21,Jueves
L-2024-0226,Humedad,Disolutor-02,Conforme,Linea A,10:35:38,Martes
L-2024-0083,,Balanza-04,Conforme,Linea A,19:41:13,Lunes
L-2024-0162,Disolucion 30 min,HPLC-02,Conforme,Linea A,06:47:56,Miercoles
L-2024-0203,Tiempo de desintegracion,Disolutor-01,Conforme,Linea B,09:34:26,Viernes
L-2024-0013,Humedad,Durometro-02,Conforme,Linea B,10:22:53,Lunes
L-2024-0118,Disolucion 30 min,HPLC-02,Conforme,linea a,11:53:40,Miercoles
L-2024-0071,Tiempo de desintegracion,Durometro-01,Conforme,Linea A,12:51:12,Miercoles
L-2024-0016,Peso promedio,Balanza-04,Conforme,Linea B,19:03:49,Miercoles
L-2024-0252,pH,Durometro-02,Conforme,Linea A,13:55:49,Lunes
L-2024-0018,Uniformidad de contenido,phmetro-01,Alerta,linea a,14:31:42,Lunes
L-2024-0044,Disolucion 30 min,Disolutor-01,Conforme,Linea B,21:44:20,Lunes
L-2024-0005,Disolucion 30 min,Durometro-01,Conforme,Linea A,19:17:07,Lunes
L-2024-0258,Peso promedio,Durometro-01,Conforme,Linea A,07:05:11,Lunes
L-2024-0006,,Disolutor-01,Conforme,Linea B,21:51:13,Jueves
L-2024-0196,Espesor,HPLC-01,Alerta,Linea A,11:03:23,Viernes
L-2024-0230,Tiempo de desintegracion,HPLC-02,Conforme,Linea A,15:11:22,Miercoles
L-2024-0110,Uniformidad de contenido,HPLC-01,Fuera de Especificacion (OOS),Linea A,08:27:57,Lunes
L-2024-0174,Uniformidad de contenido,Termobalanza-01,Conforme,Linea A,18:12:54,Jueves
L-2024-0258,Dureza,HPLC-01,Conforme,Linea B,06:21:55,Viernes
L-2024-0250,pH,Durometro-01,Conforme,linea b,18:38:30,Miercoles
L-2024-0174,Friabilidad,Durometro-01,Conforme,Linea A,16:34:33,Martes
L-2024-0204,Humedad,Balanza-03,Alerta,Linea B,13:27:03,Lunes
L-2024-0065,Friabilidad,Balanza-04,Conforme,Linea A,06:25:30,Martes
L-2024-0030,Peso promedio,Disolutor-01,Conforme,Linea B,10:15:50,Martes
L-2024-0109,Friabilidad,Disolutor-02,Conforme,Linea A,16:18:19,Viernes
L-2024-0239,Disolucion 30 min,HPLC-02,Conforme,Linea B,10:16:46,Jueves
L-2024-0201,Disolucion 30 min,Termobalanza-01,Alerta,Linea A,17:43:30,Miercoles
L-2024-0028,Friabilidad,HPLC-01,Alerta,Linea B,20:40:22,Lunes
L-2024-0159,Friabilidad,Durometro-01,Conforme,Linea B,14:54:39,Jueves
L-2024-0058,Peso promedio,Durometro-01,Conforme,Linea A,14:32:23,Martes
L-2024-0154,Tiempo de desintegracion,Durometro-01,Conforme,Linea A,13:43:19,Miercoles
L-2024-0041,Disolucion 30 min,HPLC-02,Alerta,Linea A,20:23:15,Jueves
L-2024-0200,Disolucion 30 min,Disolutor-02,Conforme,Linea A,12:02:01,Lunes
L-2024-0002,Uniformidad de contenido,HPLC-01,Conforme,Linea B,13:14:06,Jueves
L-2024-0086,Espesor,Balanza-04,Alerta,Linea B,12:48:56,Miercoles
L-2024-0250,Peso promedio,HPLC-02,Fuera de Tendencia (OOT),Linea B,07:36:40,Martes
L-2024-0145,pH,phmetro-01,Conforme,Linea B,12:35:41,Lunes
L-2024-0002,Disolucion 30 min,Balanza-04,Conforme,Linea B,06:47:15,Viernes
L-2024-0224,Tiempo de desintegracion,Balanza-03,Fuera de Especificacion (OOS),Linea A,08:37:21,Lunes
L-2024-0161,Peso promedio,Termobalanza-01,Alerta,Linea A,09:50:08,Miercoles
L-2024-0009,Friabilidad,Balanza-04,Conforme,Linea A,06:07:19,Martes
L-2024-0115,Espesor,phmetro-01,Conforme,linea b,17:18:28,Jueves
L-2024-0166,Disolucion 30 min,Durometro-01,Conforme,Linea B,10:51:53,Martes
L-2024-0244,Peso promedio,Balanza-03,Fuera de Especificacion (OOS),Linea B,07:47:08,Lunes
L-2024-0216,Disolucion 30 min,Disolutor-01,Fuera de Tendencia (OOT),linea b,06:39:22,Lunes
L-2024-0173,Tiempo de desintegracion,Disolutor-01,Conforme,Linea B,08:10:55,Martes
L-2024-0174,Uniformidad de contenido,Durometro-02,Alerta,Linea A,11:24:29,Viernes
L-2024-0134,Dureza,phmetro-01,Conforme,Linea B,08:14:48,Martes
L-2024-0055,Espesor,HPLC-01,Conforme,Linea A,07:06:25,Martes
L-2024-0034,Humedad,Balanza-04,Conforme,Linea A,21:00:57,Miercoles
L-2024-0111,Disolucion 30 min,HPLC-01,Conforme,Linea B,14:17:34,Viernes
L-2024-0019,Friabilidad,Disolutor-02,Conforme,Linea B,11:35:51,Martes
L-2024-0147,Disolucion 30 min,Balanza-03,Conforme,Linea A,10:26:24,Jueves
L-2024-0166,Friabilidad,HPLC-01,Conforme,Linea A,06:18:36,Lunes
L-2024-0255,Espesor,Disolutor-02,Conforme,Linea B,18:56:45,Viernes
L-2024-0160,Friabilidad,HPLC-02,Conforme,Linea A,15:45:04,Lunes
L-2024-0063,Friabilidad,Durometro-02,Conforme,Linea A,08:15:12,Lunes
L-2024-0084,Peso promedio,Durometro-01,Conforme,Linea A,12:01:22,Lunes
L-2024-0205,Humedad,HPLC-02,Conforme,Linea A,10:24:36,Viernes
L-2024-0085,pH,phmetro-01,Conforme,Linea A,17:18:04,Viernes
L-2024-0255,Dureza,Balanza-03,Conforme,Linea A,08:13:20,Martes
L-2024-0037,Uniformidad de contenido,Disolutor-02,Conforme,Linea A,10:33:08,Viernes
L-2024-0135,Espesor,Balanza-03,Conforme,Linea B,15:33:54,Miercoles
L-2024-0152,Espesor,Termobalanza-01,Conforme,Linea A,20:04:10,Miercoles
L-2024-0165,Disolucion 30 min,Balanza-04,Conforme,Linea A,17:08:56,Jueves
L-2024-0023,Espesor,phmetro-01,Conforme,Linea A,12:52:45,Jueves
L-2024-0080,Tiempo de desintegracion,Disolutor-02,Conforme,Linea A,10:32:21,Martes
L-2024-0082,Peso promedio,Balanza-03,Fuera de Especificacion (OOS),Linea A,07:15:04,Viernes
L-2024-0106,Dureza,,Conforme,Linea A,07:23:32,Miercoles
L-2024-0079,pH,Durometro-01,Conforme,Linea A,09:59:53,Jueves
L-2024-0224,Espesor,Disolutor-02,Conforme,Linea A,13:58:58,Viernes
L-2024-0097,Espesor,Termobalanza-01,Conforme,Linea A,10:47:56,Miercoles
L-2024-0199,Friabilidad,Disolutor-01,Conforme,Linea B,07:18:38,Lunes
L-2024-0097,Uniformidad de contenido,Durometro-02,Conforme,Linea B,14:15:09,Martes
L-2024-0258,Dureza,Durometro-02,Conforme,Linea A,20:33:38,Viernes
L-2024-0188,Peso promedio,Balanza-03,Conforme,Linea A,19:25:42,Lunes
L-2024-0204,Peso promedio,Balanza-04,Alerta,Linea A,08:16:33,Jueves
L-2024-0205,Espesor,HPLC-01,Conforme,Linea A,11:03:24,Martes
L-2024-0101,pH,Durometro-01,Alerta,Linea B,13:52:51,Lunes
L-2024-0096,Tiempo de desintegracion,HPLC-01,Conforme,Linea B,11:07:34,Viernes
L-2024-0237,Espesor,Disolutor-01,Conforme,Linea B,20:48:31,Martes
L-2024-0036,Tiempo de desintegracion,HPLC-01,Conforme,Linea A,07:07:55,Viernes
L-2024-0222,Humedad,Durometro-02,Conforme,Linea A,14:12:56,Viernes
L-2024-0198,Uniformidad de contenido,Durometro-01,Conforme,Linea A,16:31:55,Jueves
L-2024-0018,Humedad,Termobalanza-01,Conforme,Linea A,14:46:47,Viernes
L-2024-0083,Uniformidad de contenido,Termobalanza-01,Conforme,Linea B,16:16:52,Miercoles
L-2024-0028,Disolucion 30 min,HPLC-02,Conforme,Linea B,17:20:34,Miercoles
L-2024-0215,pH,Balanza-04,Conforme,Linea B,06:20:34,Viernes
L-2024-0153,Espesor,HPLC-01,Conforme,Linea A,10:38:38,Miercoles
L-2024-0068,Humedad,HPLC-02,Conforme,Linea A,09:25:33,Miercoles
L-2024-0015,Dureza,phmetro-01,Alerta,linea b,19:50:04,Lunes
L-2024-0256,Humedad,phmetro-01,Conforme,Linea B,19:48:33,Martes
L-2024-0056,Dureza,Termobalanza-01,Conforme,Linea B,20:18:36,Miercoles
L-2024-0067,Humedad,Disolutor-01,Conforme,Linea B,21:20:08,Viernes
L-2024-0091,Humedad,,Conforme,Linea B,20:37:39,Lunes
L-2024-0219,Disolucion 30 min,HPLC-01,Conforme,Linea B,09:50:48,Jueves
L-2024-0067,Tiempo de desintegracion,Termobalanza-01,Conforme,Linea B,20:44:00,Miercoles
L-2024-0242,,HPLC-01,Fuera de Especificacion (OOS),Linea B,17:26:41,Viernes
L-2024-0175,Disolucion 30 min,Balanza-04,Conforme,Linea A,19:14:20,Lunes
L-2024-0013,Uniformidad de contenido,Balanza-03,Conforme,Linea A,07:14:38,Lunes
L-2024-0216,Uniformidad de contenido,Durometro-01,Conforme,Linea B,06:41:50,Jueves
L-2024-0194,Peso promedio,HPLC-02,Conforme,Linea B,09:12:06,Viernes
L-2024-0233,pH,HPLC-01,Conforme,Linea B,11:47:06,Lunes
L-2024-0132,Humedad,Disolutor-02,Fuera de Especificacion (OOS),Linea B,09:05:59,Martes
L-2024-0221,Peso promedio,Durometro-01,Conforme,Linea A,08:08:09,Jueves
L-2024-0238,Tiempo de desintegracion,Termobalanza-01,Alerta,Linea A,12:37:17,Miercoles
L-2024-0029,Tiempo de desintegracion,Disolutor-01,Conforme,Linea B,09:22:32,Martes
L-2024-0253,Peso promedio,phmetro-01,Conforme,Linea B,16:13:21,Miercoles
L-2024-0195,Disolucion 30 min,Durometro-02,Conforme,Linea B,06:06:14,Viernes
L-2024-0073,Friabilidad,Durometro-01,Conforme,Linea B,20:53:55,Jueves
L-2024-0136,Tiempo de desintegracion,Disolutor-02,Conforme,Linea B,18:56:20,Lunes
L-2024-0221,Disolucion 30 min,Durometro-01,Conforme,Linea B,15:58:11,Viernes
L-2024-0041,Dureza,Balanza-03,Conforme,Linea B,17:19:58,Miercoles
L-2024-0085,Uniformidad de contenido,Durometro-01,Conforme,Linea A,13:13:28,Miercoles
L-2024-0130,Friabilidad,HPLC-01,Conforme,Linea A,21:16:55,Lunes
L-2024-0204,Peso promedio,HPLC-01,Conforme,Linea A,08:02:05,Viernes
L-2024-0062,Uniformidad de contenido,phmetro-01,Conforme,Linea B,09:54:04,Jueves
L-2024-0097,Uniformidad de contenido,HPLC-02,Conforme,Linea A,16:38:57,Viernes
L-2024-0138,Uniformidad de contenido,Balanza-04,Conforme,Linea A,18:58:36,Lunes
L-2024-0204,Peso promedio,Termobalanza-01,Conforme,Linea A,10:49:12,Jueves
L-2024-0117,Disolucion 30 min,Balanza-04,Conforme,Linea B,06:30:41,Miercoles
L-2024-0125,Humedad,HPLC-01,Conforme,Linea B,09:50:55,Viernes
L-2024-0242,Espesor,Durometro-01,Conforme,Linea A,08:20:28,Jueves
L-2024-0190,Uniformidad de contenido,phmetro-01,Conforme,Linea A,11:16:28,Viernes
L-2024-0152,Humedad,HPLC-02,Conforme,Linea B,12:11:11,Jueves
L-2024-0137,Peso promedio,Durometro-02,Conforme,Linea B,07:11:15,Jueves
L-2024-0248,Dureza,Disolutor-02,Conforme,Linea A,19:29:11,Lunes
L-2024-0069,Uniformidad de contenido,Disolutor-02,Conforme,Linea B,06:53:06,Lunes
L-2024-0237,Friabilidad,phmetro-01,Conforme,Linea B,09:54:07,Martes
L-2024-0022,Dureza,Balanza-03,Conforme,Linea B,13:08:10,Jueves
L-2024-0027,Espesor,Disolutor-01,Conforme,Linea A,09:35:43,Viernes
L-2024-0160,Espesor,HPLC-02,Conforme,Linea A,11:30:17,Lunes
L-2024-0168,Tiempo de desintegracion,Disolutor-01,Alerta,Linea A,10:45:03,Martes
L-2024-0242,Humedad,phmetro-01,Conforme,Linea A,20:58:43,Viernes
L-2024-0130,Uniformidad de contenido,Termobalanza-01,Conforme,Linea B,18:58:33,Viernes
L-2024-0008,Humedad,Balanza-03,Conforme,Linea A,07:32:03,Miercoles
L-2024-0035,Tiempo de desintegracion,Disolutor-01,Conforme,Linea A,21:55:51,Viernes
L-2024-0181,Friabilidad,Disolutor-02,Conforme,Linea B,18:56:24,Lunes
L-2024-0244,pH,phmetro-01,Conforme,Linea B,21:49:22,Jueves
L-2024-0132,Espesor,Balanza-03,Conforme,Linea A,10:12:22,Jueves
L-2024-0180,Tiempo de desintegracion,HPLC-01,Conforme,Linea A,14:58:44,Viernes
L-2024-0248,Humedad,Balanza-04,Conforme,Linea B,09:59:34,Lunes
L-2024-0074,Espesor,Balanza-03,Conforme,Linea B,15:07:52,Lunes
L-2024-0095,Uniformidad de contenido,Disolutor-01,Conforme,Linea B,16:55:37,Jueves
L-2024-0034,Humedad,Disolutor-01,Conforme,Linea B,15:58:37,Jueves
L-2024-0076,Friabilidad,phmetro-01,Conforme,linea b,13:02:30,Viernes
L-2024-0126,Friabilidad,phmetro-01,Alerta,Linea A,18:46:57,Martes
L-2024-0085,Disolucion 30 min,phmetro-01,Conforme,linea a,12:01:41,Viernes
L-2024-0036,Friabilidad,phmetro-01,Conforme,Linea A,13:56:31,Jueves
L-2024-0177,Uniformidad de contenido,HPLC-02,Conforme,Linea A,08:21:33,Martes
L-2024-0143,Peso promedio,Balanza-04,Conforme,Linea B,07:08:15,Viernes
L-2024-0150,Humedad,HPLC-02,Conforme,Linea A,15:09:50,Lunes
L-2024-0028,Espesor,HPLC-01,Conforme,Linea A,21:50:32,Jueves
L-2024-0255,Tiempo de desintegracion,phmetro-01,Conforme,Linea A,07:28:03,Lunes
L-2024-0012,Dureza,HPLC-01,Conforme,linea a,20:51:06,Jueves
L-2024-0119,Peso promedio,Disolutor-02,Conforme,Linea B,09:11:24,Miercoles
L-2024-0167,,Disolutor-02,Alerta,Linea A,11:30:16,Miercoles
L-2024-0002,Disolucion 30 min,Balanza-03,Alerta,Linea A,07:05:32,Martes
L-2024-0128,Peso promedio,Disolutor-01,Conforme,Linea B,16:39:11,Martes
L-2024-0212,Humedad,Termobalanza-01,Conforme,Linea A,17:58:47,Martes
L-2024-0179,Peso promedio,Durometro-01,Conforme,Linea A,06:37:58,Lunes
L-2024-0172,Disolucion 30 min,Balanza-04,Conforme,Linea B,07:18:24,Martes
L-2024-0223,Espesor,Durometro-01,Conforme,Linea A,08:31:12,Lunes
L-2024-0197,Peso promedio,Disolutor-02,Conforme,Linea A,21:23:51,Lunes
L-2024-0207,Dureza,Durometro-02,Conforme,Linea A,10:19:11,Viernes
L-2024-0165,pH,HPLC-02,Conforme,Linea A,17:12:26,Lunes
L-2024-0225,Peso promedio,HPLC-01,Conforme,Linea A,13:59:09,Miercoles
L-2024-0119,Espesor,HPLC-02,Conforme,Linea B,21:51:17,Lunes
L-2024-0015,Espesor,Disolutor-01,Fuera de Especificacion (OOS),Linea A,06:55:45,Miercoles
L-2024-0147,Tiempo de desintegracion,Disolutor-02,Conforme,Linea A,12:52:41,Miercoles
L-2024-0105,Dureza,Durometro-02,Alerta,Linea A,06:30:34,Miercoles
L-2024-0033,Espesor,Durometro-01,Conforme,linea b,11:10:55,Martes
L-2024-0222,Peso promedio,Durometro-01,Fuera de Especificacion (OOS),Linea B,17:00:34,Jueves
L-2024-0216,Disolucion 30 min,Disolutor-01,Alerta,Linea A,15:40:10,Jueves
L-2024-0180,Dureza,Durometro-01,Conforme,Linea B,20:55:51,Lunes
L-2024-0168,Uniformidad de contenido,Disolutor-01,Conforme,Linea A,09:43:57,Viernes
L-2024-0250,Friabilidad,Termobalanza-01,Conforme,Linea A,21:34:09,Lunes
L-2024-0122,Tiempo de desintegracion,HPLC-02,Fuera de Especificacion (OOS),Linea B,11:28:30,Lunes
L-2024-0190,Espesor,Balanza-04,Conforme,Linea B,16:51:15,Jueves
L-2024-0232,Peso promedio,Balanza-04,Alerta,Linea B,11:57:36,Viernes
L-2024-0055,pH,Disolutor-02,Conforme,Linea A,06:28:38,Jueves
L-2024-0096,Friabilidad,phmetro-01,Conforme,Linea B,06:48:52,Lunes
L-2024-0071,Disolucion 30 min,Durometro-01,Conforme,Linea B,21:49:31,Martes
L-2024-0120,Uniformidad de contenido,HPLC-01,Conforme,Linea B,14:17:19,Martes
L-2024-0215,Friabilidad,Durometro-01,Conforme,Linea B,20:26:08,Lunes
L-2024-0177,Uniformidad de contenido,HPLC-02,Conforme,Linea B,14:34:31,Viernes
L-2024-0090,Friabilidad,Durometro-02,Conforme,Linea A,08:27:03,Jueves
L-2024-0020,Uniformidad de contenido,Durometro-02,Alerta,Linea A,19:41:14,Martes
L-2024-0187,pH,HPLC-01,Conforme,Linea B,19:19:04,Lunes
L-2024-0013,Disolucion 30 min,Durometro-01,Conforme,Linea B,11:32:20,Lunes
L-2024-0051,Tiempo de desintegracion,Durometro-02,Conforme,Linea A,12:43:05,Jueves
L-2024-0010,Espesor,Disolutor-01,Conforme,Linea B,18:33:24,Miercoles
L-2024-0088,Humedad,Disolutor-01,Conforme,linea a,16:26:13,Lunes
L-2024-0153,,Termobalanza-01,Conforme,Linea A,11:13:11,Viernes
L-2024-0218,pH,Disolutor-02,Conforme,Linea A,12:46:36,Martes
L-2024-0103,Espesor,Balanza-04,Fuera de Especificacion (OOS),Linea B,09:02:42,Jueves
L-2024-0118,Humedad,Durometro-01,Alerta,Linea B,15:25:14,Viernes
L-2024-0174,Disolucion 30 min,Balanza-03,Conforme,Linea B,06:17:55,Jueves
L-2024-0124,Dureza,HPLC-01,Conforme,Linea A,18:19:55,Lunes
L-2024-0056,Uniformidad de contenido,Disolutor-02,Conforme,Linea A,11:31:56,Viernes
L-2024-0046,Peso promedio,Disolutor-01,Conforme,Linea A,13:31:55,Viernes
L-2024-0203,Peso promedio,HPLC-01,Conforme,Linea B,08:38:35,Lunes
L-2024-0133,Disolucion 30 min,Durometro-02,Conforme,Linea A,17:52:31,Jueves
L-2024-0124,Espesor,Disolutor-01,Conforme,Linea A,06:46:19,Miercoles
L-2024-0120,Humedad,Termobalanza-01,Fuera de Especificacion (OOS),Linea A,06:24:28,Miercoles
L-2024-0014,Peso promedio,Termobalanza-01,Fuera de Especificacion (OOS),Linea A,08:27:22,Lunes
L-2024-0143,Espesor,Disolutor-01,Conforme,Linea B,18:47:57,Viernes
L-2024-0207,,HPLC-01,Conforme,Linea B,16:57:24,Miercoles
L-2024-0072,pH,Durometro-01,Conforme,Linea B,13:23:49,Miercoles
L-2024-0159,Tiempo de desintegracion,HPLC-01,Conforme,Linea B,16:53:46,Martes
L-2024-0062,Humedad,Termobalanza-01,Conforme,Linea B,08:38:54,Lunes
L-2024-0249,Espesor,Durometro-01,Alerta,Linea B,13:41:42,Miercoles
L-2024-0060,Humedad,Balanza-04,Alerta,Linea A,21:54:21,Viernes
L-2024-0207,pH,Disolutor-02,Conforme,Linea A,06:26:42,Miercoles
L-2024-0257,Disolucion 30 min,,Conforme,Linea B,21:49:01,Lunes
L-2024-0231,Peso promedio,phmetro-01,Conforme,linea b,16:35:35,Viernes
L-2024-0067,Tiempo de desintegracion,Disolutor-02,Alerta,Linea B,10:42:46,Lunes
L-2024-0154,pH,phmetro-01,Conforme,Linea A,16:02:20,Jueves
L-2024-0045,,Disolutor-01,Conforme,Linea A,20:38:24,Martes
L-2024-0124,pH,Balanza-04,Conforme,Linea A,21:58:59,Miercoles
L-2024-0091,Humedad,Durometro-02,Conforme,Linea B,20:37:39,Lunes
L-2024-0195,Humedad,Disolutor-01,Conforme,Linea A,14:57:21,Jueves
L-2024-0166,Peso promedio,Durometro-01,Conforme,Linea B,10:08:28,Miercoles
L-2024-0085,,HPLC-02,Conforme,Linea B,19:45:28,Jueves
L-2024-0142,Uniformidad de contenido,,Conforme,Linea A,06:16:43,Martes
L-2024-0124,Friabilidad,Durometro-01,Alerta,Linea A,06:03:24,Viernes
L-2024-0017,,Disolutor-01,Conforme,Linea A,15:58:38,Jueves
L-2024-0145,Uniformidad de contenido,Balanza-04,Conforme,Linea A,14:17:59,Jueves
L-2024-0233,Friabilidad,phmetro-01,Conforme,Linea B,17:40:38,Lunes
L-2024-0254,pH,Disolutor-02,Conforme,Linea A,18:51:46,Viernes
L-2024-0217,Espesor,Durometro-01,Conforme,Linea A,21:40:39,Miercoles
L-2024-0149,Friabilidad,phmetro-01,Conforme,Linea A,12:00:50,Martes
L-2024-0068,Disolucion 30 min,Balanza-04,Conforme,Linea A,19:57:21,Lunes
L-2024-0094,Humedad,HPLC-02,Conforme,Linea A,19:14:37,Martes
L-2024-0078,Humedad,Durometro-02,Conforme,Linea B,20:23:57,Miercoles
L-2024-0258,Uniformidad de contenido,Durometro-01,Conforme,Linea A,11:15:38,Martes
L-2024-0234,pH,Durometro-01,Conforme,Linea A,17:59:16,Lunes
L-2024-0010,Tiempo de desintegracion,Balanza-03,Conforme,Linea B,13:57:24,Lunes
L-2024-0057,Disolucion 30 min,phmetro-01,Conforme,Linea A,10:52:39,Lunes
L-2024-0172,Tiempo de desintegracion,Durometro-01,Conforme,Linea A,20:29:35,Viernes
L-2024-0058,Humedad,Balanza-03,Alerta,Linea B,13:19:49,Lunes
L-2024-0154,pH,Durometro-02,Conforme,Linea A,19:11:27,Miercoles
L-2024-0257,Uniformidad de contenido,HPLC-02,Conforme,Linea A,13:58:34,Lunes
L-2024-0105,Friabilidad,Disolutor-01,Fuera de Especificacion (OOS),Linea A,16:02:27,Miercoles
L-2024-0008,pH,HPLC-01,Conforme,Linea A,07:52:12,Lunes
L-2024-0058,Uniformidad de contenido,Termobalanza-01,Alerta,linea a,08:59:27,Lunes
L-2024-0134,Disolucion 30 min,HPLC-02,Alerta,Linea A,16:41:47,Lunes
L-2024-0041,Uniformidad de contenido,Balanza-03,Conforme,Linea A,14:53:44,Miercoles
L-2024-0231,Uniformidad de contenido,Disolutor-02,Conforme,Linea B,14:17:54,Martes
L-2024-0148,Peso promedio,Disolutor-01,Conforme,Linea A,10:48:53,Lunes
L-2024-0121,Tiempo de desintegracion,Durometro-02,Alerta,linea b,20:05:22,Miercoles
L-2024-0050,pH,,Conforme,Linea A,06:36:01,Jueves
L-2024-0041,Espesor,Balanza-04,Conforme,linea b,20:46:43,Lunes
L-2024-0150,,Disolutor-02,Conforme,Linea A,10:56:35,Martes
L-2024-0094,Friabilidad,phmetro-01,Conforme,Linea A,08:07:58,Martes
L-2024-0208,Tiempo de desintegracion,Balanza-04,Conforme,Linea B,12:07:08,Lunes
L-2024-0117,pH,,Conforme,Linea A,09:59:18,Lunes
L-2024-0230,Humedad,,Conforme,Linea A,10:42:31,Martes
L-2024-0119,Dureza,Durometro-02,Conforme,Linea B,11:16:04,Jueves
L-2024-0017,pH,Balanza-03,Fuera de Tendencia (OOT),Linea A,12:43:12,Lunes
L-2024-0074,Espesor,Balanza-04,Conforme,Linea A,16:19:09,Lunes
L-2024-0136,Disolucion 30 min,HPLC-01,Conforme,Linea B,08:40:58,Martes
L-2024-0249,Friabilidad,Disolutor-02,Conforme,Linea A,11:18:16,Miercoles
L-2024-0091,Disolucion 30 min,Durometro-02,Conforme,Linea A,18:13:23,Miercoles
L-2024-0071,Disolucion 30 min,HPLC-02,Conforme,Linea A,11:17:11,Viernes
L-2024-0002,Uniformidad de contenido,Durometro-02,Alerta,Linea B,09:19:43,Miercoles
L-2024-0096,Peso promedio,Termobalanza-01,Conforme,Linea A,17:52:29,Viernes
L-2024-0222,Peso promedio,Termobalanza-01,Conforme,Linea B,08:12:33,Viernes
L-2024-0089,Disolucion 30 min,HPLC-02,Conforme,Linea B,12:30:18,Martes
L-2024-0176,Disolucion 30 min,Durometro-02,Conforme,Linea A,10:40:45,Jueves
L-2024-0024,Uniformidad de contenido,Balanza-03,Alerta,Linea B,15:30:21,Jueves
L-2024-0001,Tiempo de desintegracion,Durometro-01,Conforme,Linea B,19:38:31,Viernes
L-2024-0063,Espesor,Balanza-04,Conforme,Linea B,06:34:39,Viernes
L-2024-0207,Friabilidad,phmetro-01,Alerta,Linea B,13:22:07,Miercoles
L-2024-0017,Friabilidad,HPLC-01,Alerta,Linea A,15:32:28,Miercoles
L-2024-0128,Uniformidad de contenido,Balanza-04,Conforme,Linea B,06:58:22,Lunes
L-2024-0077,,HPLC-02,Conforme,Linea B,13:50:11,Lunes
L-2024-0063,Disolucion 30 min,Disolutor-01,Conforme,Linea A,11:55:45,Jueves
L-2024-0220,Disolucion 30 min,HPLC-02,Conforme,Linea A,17:08:32,Miercoles
L-2024-0242,Humedad,Durometro-02,Conforme,linea a,11:04:34,Martes
L-2024-0190,Peso promedio,Disolutor-01,Conforme,Linea B,07:29:13,Miercoles
L-2024-0038,Peso promedio,HPLC-01,Conforme,Linea A,07:58:37,Martes
L-2024-0178,Dureza,Balanza-03,Conforme,Linea B,06:40:36,Lunes
L-2024-0064,Humedad,Durometro-02,Conforme,Linea A,18:05:17,Viernes
L-2024-0195,Disolucion 30 min,phmetro-01,Conforme,Linea A,06:57:16,Lunes
L-2024-0121,Dureza,Balanza-03,Conforme,Linea B,10:41:59,Viernes
L-2024-0005,pH,Disolutor-02,Fuera de Especificacion (OOS),Linea B,08:42:26,Viernes
L-2024-0132,Peso promedio,HPLC-01,Conforme,Linea A,21:23:49,Lunes
L-2024-0226,Peso promedio,Durometro-02,Conforme,Linea A,20:06:10,Miercoles
L-2024-0145,Disolucion 30 min,Balanza-04,Conforme,Linea A,20:06:29,Martes
L-2024-0132,Dureza,Durometro-02,Conforme,Linea B,09:35:40,Martes
L-2024-0061,Peso promedio,phmetro-01,Conforme,Linea B,12:14:45,Martes
L-2024-0224,Uniformidad de contenido,Durometro-02,Conforme,Linea B,14:02:05,Viernes
L-2024-0023,Humedad,phmetro-01,Alerta,Linea A,08:43:04,Jueves
L-2024-0170,Disolucion 30 min,phmetro-01,Conforme,Linea A,19:00:06,Lunes
L-2024-0006,Uniformidad de contenido,Disolutor-02,Conforme,Linea A,16:23:09,Martes
L-2024-0029,Humedad,phmetro-01,Conforme,Linea A,16:20:42,Miercoles
L-2024-0259,Espesor,HPLC-01,Conforme,Linea B,14:22:00,Lunes
L-2024-0196,Friabilidad,Disolutor-02,Conforme,Linea A,14:58:40,Jueves
L-2024-0097,Humedad,Durometro-02,Conforme,Linea A,11:53:19,Martes
L-2024-0140,Humedad,Disolutor-01,Conforme,Linea B,10:30:17,Miercoles
